input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,label_cons_(34.37),exhaust_ws_(45.57),case_agr_(26.71),case_mt_(44.24),merge_cond_(56.59),case_(64.68),LB_DP_(100.00),LB_V_(34.93),LB_v_(1.41),LB_DP2_(0.00),LB_T_(31.40),LB_C_(17.35),cl_mt_(23.79),cl_(5.27),cl_agr_(22.05),wh_(5.27),wh_agr_(14.33),wh_mt_(36.69)
acc_[DP case_agr],0,5.214875427538791e-05,5.214875427538791e-05,-44.235923629855684,-44.235923629855684,mtAgree,[DP],0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[DP case_agr],1,0.9999341386988777,0.9999341386988777,-34.374579229186196,-34.374579229186196,xMerge,[.. [V] [DP case_agr]],1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[DP case_agr],0,2.6612180033730606e-25,2.6612180033730606e-25,-90.96035677657113,-90.96035677657113,xMerge,[.. [v case] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[DP case_agr],0,2.6612180033730606e-25,2.6612180033730606e-25,-90.96035677657113,-90.96035677657113,xMerge,[.. [DP2 case_agr] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[DP case_agr],0,2.6612180033730606e-25,2.6612180033730606e-25,-90.96035677657113,-90.96035677657113,xMerge,[.. [T case] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[DP case_agr],0,2.6612180033730606e-25,2.6612180033730606e-25,-90.96035677657113,-90.96035677657113,xMerge,[.. [C] [DP case_agr]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[DP case_agr],0,1.3712546846953831e-05,1.3712546846953831e-05,-45.57171268171633,-45.57171268171633,rMerge,[DP case_agr],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],1,0.9999999888600949,0.9999999888600949,-61.63349390748198,-61.63349390748198,Label,[V [V] [DP case_agr]],0,0,1,0,0,0,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],0,2.9447548481760115e-18,2.175895877077056e-17,-102.0,-100.0,Label,[DP case_agr [V] [DP case_agr]],0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],0,1.8344474677906365e-13,1.8344474677906365e-13,-90.96035677657113,-90.96035677657113,xMerge,[.. [v case] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],0,1.8344474677906365e-13,1.8344474677906365e-13,-90.96035677657113,-90.96035677657113,xMerge,[.. [DP2 case_agr] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],0,1.8344474677906365e-13,1.8344474677906365e-13,-90.96035677657113,-90.96035677657113,xMerge,[.. [T case] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],0,1.8344474677906365e-13,1.8344474677906365e-13,-90.96035677657113,-90.96035677657113,xMerge,[.. [C] [.. [V] [DP case_agr]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],0,2.964571512585465e-33,2.964571512585465e-33,-136.53206945828745,-136.53206945828745,iMerge,[.. [V] [.. [V] [DP case_agr]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],0,2.964571512585465e-33,2.964571512585465e-33,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP case_agr] [.. [V] [DP case_agr]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [V] [DP case_agr]],0,1.1139171079900503e-08,1.1139171079900503e-08,-79.94629191090252,-79.94629191090252,rMerge,[.. [V] [DP case_agr]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[V [V] [DP case_agr]],1,0.999986280331289,0.999986280331289,-61.08040319937328,-61.08040319937328,xMerge,[.. [v case] [V [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[V [V] [DP case_agr]],0,2.6613567727634916e-25,2.6613567727634916e-25,-117.66618074675822,-117.66618074675822,xMerge,[.. [DP2 case_agr] [V [V] [DP case_agr]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[V [V] [DP case_agr]],0,2.6613567727634916e-25,2.6613567727634916e-25,-117.66618074675822,-117.66618074675822,xMerge,[.. [T case] [V [V] [DP case_agr]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[V [V] [DP case_agr]],0,2.6613567727634916e-25,2.6613567727634916e-25,-117.66618074675822,-117.66618074675822,xMerge,[.. [C] [V [V] [DP case_agr]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[V [V] [DP case_agr]],0,6.406822291489307e-09,6.406822291489307e-09,-79.94629191090252,-79.94629191090252,iMerge,[.. [DP case_agr] [V [V] [DP case_agr]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[V [V] [DP case_agr]],0,1.3713261888624428e-05,1.3713261888624428e-05,-72.27753665190342,-72.27753665190342,rMerge,[V [V] [DP case_agr]],0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],1,1.0,1.0,-54.82321946562128,-54.82321946562128,Label,[v case [v case] [V [V] [DP case_agr]]],0,0,2,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],0,8.957206400918752e-32,8.957206400918752e-32,-126.31348404867089,-126.31348404867089,Label,[V [v case] [V [V] [DP case_agr]]],0,0,1,0,0,1,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],0,5.100922076472267e-28,5.100922076472267e-28,-117.66618074675822,-117.66618074675822,xMerge,[.. [DP2 case_agr] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],0,5.100922076472267e-28,5.100922076472267e-28,-117.66618074675822,-117.66618074675822,xMerge,[.. [T case] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],0,5.100922076472267e-28,5.100922076472267e-28,-117.66618074675822,-117.66618074675822,xMerge,[.. [C] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],0,8.243380386379012e-48,8.243380386379012e-48,-163.23789342847454,-163.23789342847454,iMerge,[.. [v case] [.. [v case] [V [V] [DP case_agr]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],0,8.243380386379012e-48,8.243380386379012e-48,-163.23789342847454,-163.23789342847454,iMerge,[.. [V [V] [DP case_agr]] [.. [v case] [V [V] [DP case_agr]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],0,3.2681149641238614e-36,3.2681149641238614e-36,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP case_agr] [.. [v case] [V [V] [DP case_agr]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [v case] [V [V] [DP case_agr]]],0,3.097392793891152e-23,3.097392793891152e-23,-106.6521158810896,-106.6521158810896,rMerge,[.. [v case] [V [V] [DP case_agr]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[v case [v case] [V [V] [DP case_agr]]],0,0.00039353959163266223,0.00039353959163266223,-87.78622716956036,-87.78622716956036,xMerge,[.. [DP2 case_agr] [v case [v case] [V [V] [DP case_agr]]]],1,0,2,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[v case [v case] [V [V] [DP case_agr]]],0,1.047363627024147e-28,1.047363627024147e-28,-144.3720047169453,-144.3720047169453,xMerge,[.. [T case] [v case [v case] [V [V] [DP case_agr]]]],1,0,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[v case [v case] [V [V] [DP case_agr]]],0,1.047363627024147e-28,1.047363627024147e-28,-144.3720047169453,-144.3720047169453,xMerge,[.. [C] [v case [v case] [V [V] [DP case_agr]]]],1,0,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[v case [v case] [V [V] [DP case_agr]]],0,2.521372820655535e-12,2.521372820655535e-12,-106.6521158810896,-106.6521158810896,iMerge,[.. [V [V] [DP case_agr]] [v case [v case] [V [V] [DP case_agr]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[v case [v case] [V [V] [DP case_agr]]],1,0.9996064550090604,0.9996064550090604,-79.94629191090252,-79.94629191090252,iMerge,[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[v case [v case] [V [V] [DP case_agr]]],0,5.396785525710524e-09,5.396785525710524e-09,-98.9833606220905,-98.9833606220905,rMerge,[v case [v case] [V [V] [DP case_agr]]],0,1,2,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],1,0.9999999999993852,0.9999999999993852,0.0,0.0,Agree,[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,4.09072267408148e-73,3.022657932395566e-72,-166.6799901411889,-164.6799901411889,Label,[DP case_agr [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,0,0,1,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,6.148515763897549e-13,6.148515763897549e-13,-28.117395495434195,-28.117395495434195,Label,[v case [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,3.136309979760275e-40,3.136309979760275e-40,-90.96035677657113,-90.96035677657113,xMerge,[.. [DP2 case_agr] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,3.136309979760275e-40,3.136309979760275e-40,-90.96035677657113,-90.96035677657113,xMerge,[.. [T case] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,3.136309979760275e-40,3.136309979760275e-40,-90.96035677657113,-90.96035677657113,xMerge,[.. [C] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,5.068455425345523e-60,5.068455425345523e-60,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP case_agr] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,3.2247174043286943e-83,3.2247174043286943e-83,-189.94371739866162,-189.94371739866162,iMerge,[.. [v case [v case] [V [V] [DP case_agr]]] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,1,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,1.2784497026936923e-71,1.2784497026936923e-71,-163.23789342847454,-163.23789342847454,iMerge,[.. [V [V] [DP case_agr]] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,1.9044368420222423e-35,1.9044368420222423e-35,-79.94629191090252,-79.94629191090252,rMerge,[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1.6781769906523224e-72,1.2400143927864629e-71,-166.6799901411889,-164.6799901411889,Label,[DP [DP] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,0,0,1,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],1,1.0,1.0,-1.4115715252471068,-1.4115715252471068,Label,[v [DP] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1.286638978715111e-39,1.286638978715111e-39,-90.96035677657113,-90.96035677657113,xMerge,[.. [DP2 case_agr] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1.286638978715111e-39,1.286638978715111e-39,-90.96035677657113,-90.96035677657113,xMerge,[.. [T case] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1.286638978715111e-39,1.286638978715111e-39,-90.96035677657113,-90.96035677657113,xMerge,[.. [C] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,2.07928181659776e-59,2.07928181659776e-59,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1.3229072172475277e-82,1.3229072172475277e-82,-189.94371739866162,-189.94371739866162,iMerge,[.. [v case [v case] [V [V] [DP case_agr]]] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,1,2,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,5.244708687685834e-71,5.244708687685834e-71,-163.23789342847454,-163.23789342847454,iMerge,[.. [V [V] [DP case_agr]] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,7.812756676666956e-35,7.812756676666956e-35,-79.94629191090252,-79.94629191090252,rMerge,[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[v [DP] [v case [v case] [V [V] [DP case_agr]]]],1,0.9999862867380235,0.9999862867380235,-34.374579229186196,-34.374579229186196,xMerge,[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[v [DP] [v case [v case] [V [V] [DP case_agr]]]],0,2.6613567898143315e-25,2.6613567898143315e-25,-90.96035677657113,-90.96035677657113,xMerge,[.. [T case] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[v [DP] [v case [v case] [V [V] [DP case_agr]]]],0,2.6613567898143315e-25,2.6613567898143315e-25,-90.96035677657113,-90.96035677657113,xMerge,[.. [C] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[v [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1.6160347519845158e-20,1.6160347519845158e-20,-79.94629191090252,-79.94629191090252,iMerge,[.. [DP] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[v [DP] [v case [v case] [V [V] [DP case_agr]]]],0,4.07623028089753e-32,4.07623028089753e-32,-106.6521158810896,-106.6521158810896,iMerge,[.. [V [V] [DP case_agr]] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[v [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1.3713261976482956e-05,1.3713261976482956e-05,-45.57171268171633,-45.57171268171633,rMerge,[v [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0.9999999999954569,0.9999999999993852,-2.0,0.0,Label,[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,4.543172790441996e-12,6.148515763897549e-13,-28.117395495434195,-28.117395495434195,Label,[v [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,0,1,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,2.3174370383993686e-39,3.136309979760275e-40,-90.96035677657113,-90.96035677657113,xMerge,[.. [T case] [.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,2.3174370383993686e-39,3.136309979760275e-40,-90.96035677657113,-90.96035677657113,xMerge,[.. [C] [.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,3.745110147266036e-59,5.068455425345523e-60,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP2 case_agr] [.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,3.745110147266036e-59,5.068455425345523e-60,-136.53206945828745,-136.53206945828745,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,3.745110147266036e-59,5.068455425345523e-60,-136.53206945828745,-136.53206945828745,iMerge,[.. [DP] [.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,9.446536572827794e-71,1.2784497026936923e-71,-163.23789342847454,-163.23789342847454,iMerge,[.. [V [V] [DP case_agr]] [.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,1.4071990662517397e-34,1.9044368420222423e-35,-79.94629191090252,-79.94629191090252,rMerge,[.. [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,5.214875427538791e-05,5.214875427538791e-05,-44.235923629855684,-44.235923629855684,mtAgree,[DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0.9999341386988777,0.9999341386988777,-34.374579229186196,-34.374579229186196,xMerge,[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,2.6612180033730606e-25,2.6612180033730606e-25,-90.96035677657113,-90.96035677657113,xMerge,[.. [C] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,1.6159504777853344e-20,1.6159504777853344e-20,-79.94629191090252,-79.94629191090252,iMerge,[.. [v [DP] [v case [v case] [V [V] [DP case_agr]]]] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,1.6159504777853344e-20,1.6159504777853344e-20,-79.94629191090252,-79.94629191090252,iMerge,[.. [DP] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,4.076017710566242e-32,4.076017710566242e-32,-106.6521158810896,-106.6521158810896,iMerge,[.. [V [V] [DP case_agr]] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,1.3712546846953831e-05,1.3712546846953831e-05,-45.57171268171633,-45.57171268171633,rMerge,[DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],1,1.0,1.0,0.0,0.0,Agree,[.. [T case] [DP2 [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,7.842393475770468e-27,5.794788534235572e-26,-60.110253432791666,-58.110253432791666,Label,[T case [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,0,1,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,1.0996341742621129e-29,8.125258601924034e-29,-66.67999014118891,-64.67999014118891,Label,[DP2 case_agr [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,0,0,0,0,1,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,3.136309979762203e-40,3.136309979762203e-40,-90.96035677657113,-90.96035677657113,xMerge,[.. [C] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
acc_[.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]],0,5.068455425348639e-60,5.068455425348639e-60,-136.53206945828745,-136.53206945828745,iMerge,[.. [T case] [.. [T case] [DP2 case_agr [DP2 case_agr] [v [DP] [v case [v case] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
